gene_name	gene_id	chr_hg38	start_hg38	end_hg38	strand_hg38	tss_hg38	chr_hg19	tss_hg19
UBXN7-AS1	ENSG00000225822	3	196431385	196432530	+	196431385	chr3	196158256
AC117490.1	ENSG00000225240	3	196452996	196453055	-	196453055	chr3	196179926
RNF168	ENSG00000163961	3	196468783	196503768	-	196503768	chr3	196230639
AC117490.2	ENSG00000273013	3	196474801	196475394	+	196474801	chr3	196201672
SMCO1	ENSG00000214097	3	196506877	196515366	-	196515366	chr3	196242237
AC092933.1	ENSG00000213358	3	196527339	196528791	-	196528791	chr3	196255662
RPS29P3	ENSG00000225770	3	196536532	196536702	+	196536532	chr3	196263403
WDR53	ENSG00000185798	3	196554177	196568674	-	196568674	chr3	196295545
FBXO45	ENSG00000174013	3	196568611	196589059	+	196568611	chr3	196295482
LINC01063	ENSG00000232065	3	196631498	196632587	-	196632587	chr3	196359458
NRROS	ENSG00000174004	3	196639686	196662004	+	196639686	chr3	196366557
PIGX	ENSG00000163964	3	196639775	196736007	+	196639775	chr3	196366646
CEP19	ENSG00000174007	3	196706277	196712293	-	196712293	chr3	196439164
RNU6-646P	ENSG00000201441	3	196708859	196708964	-	196708964	chr3	196435835
PAK2	ENSG00000180370	3	196739857	196832647	+	196739857	chr3	196466728
RNU4-89P	ENSG00000272359	3	196747192	196747324	-	196747324	chr3	196474195
RNU6-42P	ENSG00000206892	3	196784980	196785086	-	196785086	chr3	196511957
SENP5	ENSG00000119231	3	196867856	196934714	+	196867856	chr3	196594727
AC016949.1	ENSG00000230732	3	196912646	196914579	+	196912646	chr3	196639517
NCBP2	ENSG00000114503	3	196935402	196942597	-	196942597	chr3	196669468
NCBP2-AS1	ENSG00000225578	3	196939877	196942534	+	196939877	chr3	196666748
NCBP2-AS2	ENSG00000270170	3	196942623	196943540	+	196942623	chr3	196669494
PIGZ	ENSG00000119227	3	196946343	196969060	-	196969060	chr3	196695931
RPSAP69	ENSG00000233487	3	196983890	196987558	-	196987558	chr3	196714429
MELTF	ENSG00000163975	3	196988621	197029816	-	197029816	chr3	196756687
MELTF-AS1	ENSG00000228109	3	196999460	197004744	+	196999460	chr3	196726331
DLG1	ENSG00000075711	3	197042560	197299300	-	197299300	chr3	197026171
MIR4797	ENSG00000265850	3	197293878	197293948	-	197293948	chr3	197020819
DLG1-AS1	ENSG00000227375	3	197298252	197303747	+	197298252	chr3	197025123
AC128709.2	ENSG00000235126	3	197445061	197458323	-	197458323	chr3	197185194
AC128709.1	ENSG00000229912	3	197450327	197456654	-	197456654	chr3	197183525
AC128709.3	ENSG00000237167	3	197458405	197467105	+	197458405	chr3	197185276
LINC02012	ENSG00000272989	3	197505262	197506986	-	197506986	chr3	197233857
BDH1	ENSG00000161267	3	197509783	197573323	-	197573323	chr3	197300194
AC132008.2	ENSG00000214135	3	197578213	197627906	-	197627906	chr3	197354777
AC132008.1	ENSG00000213519	3	197580344	197580629	-	197580629	chr3	197307500
AC024560.2	ENSG00000249626	3	197634315	197635811	+	197634315	chr3	197361186
AC024560.3	ENSG00000273308	3	197645669	197646017	+	197645669	chr3	197372540
AC024560.1	ENSG00000236833	3	197660565	197665757	-	197665757	chr3	197392628
RUBCN	ENSG00000145016	3	197671393	197749727	-	197749727	chr3	197476598
MIR922	ENSG00000284146	3	197674496	197674576	-	197674576	chr3	197401447
FYTTD1	ENSG00000122068	3	197737179	197787596	+	197737179	chr3	197464050
AC055764.2	ENSG00000273375	3	197789700	197790369	+	197789700	chr3	197516571
LRCH3	ENSG00000186001	3	197791226	197888436	+	197791226	chr3	197518097
AC055764.1	ENSG00000234136	3	197830685	197831296	-	197831296	chr3	197558167
AC144530.1	ENSG00000234742	3	197850400	197850954	-	197850954	chr3	197577825
IQCG	ENSG00000114473	3	197889075	197960142	-	197960142	chr3	197687013
RNU6-858P	ENSG00000199306	3	197894507	197894613	+	197894507	chr3	197621378
RPL35A	ENSG00000182899	3	197949987	197956610	+	197949987	chr3	197676858
LMLN	ENSG00000185621	3	197960200	198043720	+	197960200	chr3	197687071
RNU6-621P	ENSG00000201622	3	197994601	197994709	+	197994601	chr3	197721472
LMLN-AS1	ENSG00000232832	3	198038321	198039234	-	198039234	chr3	197766105
ANKRD18DP	ENSG00000226435	3	198053522	198080720	-	198080720	chr3	197807591
RNU6-821P	ENSG00000212297	3	198071311	198071417	-	198071417	chr3	197798288
FRG2FP	ENSG00000232783	3	198110112	198111878	+	198110112	chr3	197836983
TUBB8P8	ENSG00000213113	3	198119721	198120778	+	198119721	chr3	197846592
AC073135.1	ENSG00000236246	3	198121479	198123232	-	198123232	chr3	197850103
FAM157A	ENSG00000236438	3	198153287	198222513	+	198153287	chr3	197880158
RNU6-860P	ENSG00000222792	3	198196746	198196849	+	198196746	chr3	197923617
CICP6	ENSG00000230304	3	198223497	198226310	-	198226310	chr3	197953181
SEPT14P3	ENSG00000226008	3	198228194	198228376	+	198228194	chr3	197955065
BNIP3P41	ENSG00000248302	4	49096	50124	-	50124	chr4	50018
ZNF595	ENSG00000272602	4	53285	88211	+	53285	chr4	53179
AC253576.1	ENSG00000250238	4	105959	107114	-	107114	chr4	107000
ZNF718	ENSG00000250312	4	124480	163989	+	124480	chr4	124362
AC253576.2	ENSG00000275426	4	149738	150317	+	149738	chr4	143522
AC108475.1	ENSG00000250892	4	201409	205009	-	205009	chr4	198798
ZNF876P	ENSG00000198155	4	212610	255985	+	212610	chr4	206399
AC079140.3	ENSG00000251188	4	268982	269531	-	269531	chr4	263320
AC079140.5	ENSG00000251689	4	269866	270175	-	270175	chr4	263964
ZNF732	ENSG00000186777	4	270675	305321	-	305321	chr4	299110
AC079140.4	ENSG00000251535	4	336258	336786	-	336786	chr4	330575
ZNF141	ENSG00000131127	4	337814	384864	+	337814	chr4	331603
AC079140.1	ENSG00000248564	4	338097	338583	-	338583	chr4	332372
AC079140.2	ENSG00000250321	4	342821	342962	-	342962	chr4	336751
MIR571	ENSG00000207642	4	350157	350252	+	350157	chr4	343946
AC092574.2	ENSG00000281016	4	386174	454070	+	386174	chr4	379963
ZNF519P4	ENSG00000249025	4	393534	393658	+	393534	chr4	387323
AC092574.1	ENSG00000272885	4	416118	416537	-	416537	chr4	410326
ABCA11P	ENSG00000251595	4	425435	474129	-	474129	chr4	467918
ZNF721	ENSG00000182903	4	425815	499156	-	499156	chr4	492945
PIGG	ENSG00000174227	4	499210	540196	+	499210	chr4	492999
AC116565.1	ENSG00000273238	4	573880	576300	-	576300	chr4	570089
AC116565.2	ENSG00000283183	4	577168	584866	+	577168	chr4	570957
PDE6B	ENSG00000133256	4	625584	670782	+	625584	chr4	619373
AC107464.1	ENSG00000242686	4	652850	656213	-	656213	chr4	650002
AC107464.3	ENSG00000272927	4	661209	661945	-	661945	chr4	655734
ATP5I	ENSG00000169020	4	672436	674338	-	674338	chr4	668127
MYL5	ENSG00000215375	4	673580	682033	+	673580	chr4	667369
MFSD7	ENSG00000169026	4	681829	689441	-	689441	chr4	683230
PCGF3	ENSG00000185619	4	705748	770640	+	705748	chr4	699537
AC107464.2	ENSG00000248416	4	722275	724034	-	724034	chr4	717823
AC139887.4	ENSG00000272588	4	757022	757740	-	757740	chr4	751528
AC139887.2	ENSG00000249592	4	762387	781849	-	781849	chr4	775637
AC139887.1	ENSG00000233799	4	764487	765074	-	765074	chr4	758862
CPLX1	ENSG00000168993	4	784957	826198	-	826198	chr4	819986
AC139887.3	ENSG00000260262	4	836512	837224	-	837224	chr4	831012
GAK	ENSG00000178950	4	849276	932373	-	932373	chr4	926161
TMEM175	ENSG00000127419	4	932387	958656	+	932387	chr4	926175
DGKQ	ENSG00000145214	4	958887	986895	-	986895	chr4	980683
SLC26A1	ENSG00000145217	4	979073	993440	-	993440	chr4	987228
IDUA	ENSG00000127415	4	986997	1004506	+	986997	chr4	980785
FGFRL1	ENSG00000127418	4	1009936	1026897	+	1009936	chr4	1003724
AC019103.1	ENSG00000250259	4	1027678	1028972	+	1027678	chr4	1021466
RNF212	ENSG00000178222	4	1056250	1113562	-	1113562	chr4	1107350
AC092535.2	ENSG00000251639	4	1100016	1101558	-	1101558	chr4	1095346
AC092535.3	ENSG00000251652	4	1113639	1132977	+	1113639	chr4	1107427
TMED11P	ENSG00000215367	4	1115197	1153726	-	1153726	chr4	1147514
SNORA48	ENSG00000212458	4	1118884	1119013	+	1118884	chr4	1112672
AC092535.1	ENSG00000227189	4	1151372	1153701	+	1151372	chr4	1145160
SPON2	ENSG00000159674	4	1166932	1208962	-	1208962	chr4	1202750
AC092535.4	ENSG00000273179	4	1167778	1168174	+	1167778	chr4	1161566
CTBP1-AS	ENSG00000280927	4	1210120	1218591	+	1210120	chr4	1203908
CTBP1	ENSG00000159692	4	1211448	1249953	-	1249953	chr4	1243741
CTBP1-AS2	ENSG00000196810	4	1249300	1288291	+	1249300	chr4	1243088
MAEA	ENSG00000090316	4	1289851	1340147	+	1289851	chr4	1283639
UVSSA	ENSG00000163945	4	1347266	1395992	+	1347266	chr4	1341054
AC078852.2	ENSG00000254094	4	1356581	1358075	+	1356581	chr4	1350369
AC078852.1	ENSG00000253399	4	1358479	1359461	+	1358479	chr4	1352267
NKX1-1	ENSG00000235608	4	1402932	1406331	-	1406331	chr4	1400119
AC147067.2	ENSG00000272783	4	1550284	1550572	+	1550284	chr4	1552011
AC147067.1	ENSG00000244459	4	1574062	1580253	-	1580253	chr4	1581980
FAM53A	ENSG00000174137	4	1617915	1684302	-	1684302	chr4	1686029
Y_RNA	ENSG00000207009	4	1683420	1683529	-	1683529	chr4	1685256
SLBP	ENSG00000163950	4	1692800	1712555	-	1712555	chr4	1714282
AC016773.1	ENSG00000270195	4	1712821	1713622	+	1712821	chr4	1714548
TMEM129	ENSG00000168936	4	1715952	1721358	-	1721358	chr4	1723085
TACC3	ENSG00000013810	4	1721490	1745176	+	1721490	chr4	1723217
FGFR3	ENSG00000068078	4	1793307	1808872	+	1793307	chr4	1795034
LETM1	ENSG00000168924	4	1811479	1856247	-	1856247	chr4	1857974
NSD2	ENSG00000109685	4	1871424	1982207	+	1871424	chr4	1873151
SCARNA22	ENSG00000249784	4	1974636	1974760	+	1974636	chr4	1976363
NELFA	ENSG00000185049	4	1982714	2041903	-	2041903	chr4	2043630
MIR943	ENSG00000284587	4	1986384	1986477	-	1986477	chr4	1988204
C4orf48	ENSG00000243449	4	2041993	2043970	+	2041993	chr4	2043720
NAT8L	ENSG00000185818	4	2059512	2069089	+	2059512	chr4	2061239
POLN	ENSG00000130997	4	2071918	2242121	-	2242121	chr4	2243848
AL136360.1	ENSG00000249006	4	2088718	2090617	-	2090617	chr4	2092344
AL136360.2	ENSG00000250623	4	2139673	2141058	+	2139673	chr4	2141400
HAUS3	ENSG00000214367	4	2227464	2242164	-	2242164	chr4	2243891
COX6B1P5	ENSG00000249047	4	2234251	2234499	+	2234251	chr4	2235978
MXD4	ENSG00000123933	4	2247432	2262294	-	2262294	chr4	2264021
MIR4800	ENSG00000284276	4	2250077	2250156	-	2250156	chr4	2251883
ZFYVE28	ENSG00000159733	4	2269582	2418663	-	2418663	chr4	2420390
AL158068.2	ENSG00000251148	4	2295584	2319089	+	2295584	chr4	2297311
RN7SL589P	ENSG00000239247	4	2316197	2316506	-	2316506	chr4	2318233
AL158068.1	ENSG00000249077	4	2324467	2325082	+	2324467	chr4	2326194
CFAP99	ENSG00000206113	4	2418974	2462942	+	2418974	chr4	2420701
RNF4	ENSG00000063978	4	2462220	2625320	+	2462220	chr4	2463947
AL645924.1	ENSG00000248399	4	2463797	2464124	+	2463797	chr4	2465524
AL645924.2	ENSG00000251229	4	2505081	2506279	-	2506279	chr4	2508006
FAM193A	ENSG00000125386	4	2536631	2732565	+	2536631	chr4	2538358
CR545473.1	ENSG00000248155	4	2607870	2608146	-	2608146	chr4	2609873
Y_RNA	ENSG00000206738	4	2615124	2615224	-	2615224	chr4	2616951
TNIP2	ENSG00000168884	4	2741648	2756376	-	2756376	chr4	2758103
SH3BP2	ENSG00000087266	4	2793023	2841098	+	2793023	chr4	2794750
ADD1	ENSG00000087274	4	2843857	2930076	+	2843857	chr4	2845584
MFSD10	ENSG00000109736	4	2930561	2934859	-	2934859	chr4	2936586
NOP14-AS1	ENSG00000249673	4	2934899	2961738	+	2934899	chr4	2936626
NOP14	ENSG00000087269	4	2937933	2963385	-	2963385	chr4	2965112
GRK4	ENSG00000125388	4	2963608	3040747	+	2963608	chr4	2965335
RNU6-204P	ENSG00000199335	4	3044101	3044207	+	3044101	chr4	3045828
HTT-AS	ENSG00000251075	4	3063471	3074514	-	3074514	chr4	3076241
HTT-AS1_1	ENSG00000278778	4	3063472	3063701	+	3063472	chr4	3065199
HTT-AS1_2	ENSG00000274693	4	3069977	3070151	+	3069977	chr4	3071704
HTT	ENSG00000197386	4	3074681	3243959	+	3074681	chr4	3076408
MSANTD1	ENSG00000188981	4	3244369	3271738	+	3244369	chr4	3246096
RGS12	ENSG00000159788	4	3293028	3439913	+	3293028	chr4	3294755
AL645949.1	ENSG00000248840	4	3312512	3313058	+	3312512	chr4	3314239
AL645949.2	ENSG00000248843	4	3323977	3324762	-	3324762	chr4	3326489
HGFAC	ENSG00000109758	4	3441887	3449495	+	3441887	chr4	3443614
DOK7	ENSG00000175920	4	3463311	3494483	+	3463311	chr4	3465038
AL590235.1	ENSG00000261643	4	3503597	3504457	-	3504457	chr4	3506184
LRPAP1	ENSG00000163956	4	3506376	3532559	-	3532559	chr4	3534286
AL590235.2	ENSG00000270090	4	3544555	3548796	+	3544555	chr4	3546282
LINC00955	ENSG00000216560	4	3576869	3590711	+	3576869	chr4	3578596
AL121796.1	ENSG00000250681	4	3633029	3633975	+	3633029	chr4	3634756
LINC02171	ENSG00000250632	4	3673593	3677855	-	3677855	chr4	3679582
AC141928.1	ENSG00000250986	4	3758748	3763390	-	3763390	chr4	3765117
ADRA2C	ENSG00000184160	4	3766348	3768526	+	3766348	chr4	3768075
OR7E163P	ENSG00000251166	4	3889356	3890249	-	3890249	chr4	3891976
OR7E162P	ENSG00000234386	4	3901566	3902594	-	3902594	chr4	3904321
AC147876.1	ENSG00000249522	4	3910283	3910604	+	3910283	chr4	3912010
AC226119.1	ENSG00000253917	4	3915183	3955419	-	3955419	chr4	3957146
AC226119.2	ENSG00000271977	4	3915187	3924274	-	3924274	chr4	3926001
ALG1L7P	ENSG00000251271	4	3935447	3942519	+	3935447	chr4	3937174
FAM86EP	ENSG00000251669	4	3941760	3955419	-	3955419	chr4	3957146
ENPP7P9	ENSG00000250476	4	3967034	3967660	-	3967660	chr4	3969387
AC116562.4	ENSG00000284727	4	4048211	4107583	-	4107583	chr4	4109310
AC116562.1	ENSG00000243894	4	4076711	4077491	-	4077491	chr4	4079218
AC116562.3	ENSG00000250940	4	4086638	4086814	+	4086638	chr4	4088365
AC116562.2	ENSG00000248669	4	4117925	4118284	-	4118284	chr4	4120011
OR4D12P	ENSG00000198787	4	4126659	4127569	-	4127569	chr4	4129296
UNC93B4	ENSG00000250381	4	4143458	4150421	-	4150421	chr4	4152148
OR7E99P	ENSG00000250710	4	4156522	4157443	-	4157443	chr4	4159170
OR7E43P	ENSG00000249844	4	4174319	4175238	-	4175238	chr4	4176965
OTOP1	ENSG00000163982	4	4188803	4226889	-	4226889	chr4	4228616
TMEM128	ENSG00000132406	4	4235542	4248212	-	4248212	chr4	4249939
LYAR	ENSG00000145220	4	4267701	4290169	-	4290169	chr4	4291896
ZBTB49	ENSG00000168826	4	4290251	4321786	+	4290251	chr4	4291978
AC105415.1	ENSG00000248516	4	4321962	4334182	+	4321962	chr4	4323689
NSG1	ENSG00000168824	4	4348140	4419058	+	4348140	chr4	4349867
STX18	ENSG00000168818	4	4415742	4542346	-	4542346	chr4	4544073
STX18-IT1	ENSG00000248221	4	4476121	4481700	-	4481700	chr4	4483427
RPS7P15	ENSG00000237170	4	4507078	4507777	+	4507078	chr4	4508805
STX18-AS1	ENSG00000247708	4	4542131	4710938	+	4542131	chr4	4543858
AC092437.1	ENSG00000280310	4	4820405	4821452	+	4820405	chr4	4822132
LINC01396	ENSG00000273396	4	4844437	4850827	+	4844437	chr4	4846164
MSX1	ENSG00000163132	4	4859666	4863936	+	4859666	chr4	4861393
LDHAP1	ENSG00000251587	4	4894182	4895173	-	4895173	chr4	4896900
RN7SKP113	ENSG00000200761	4	4920770	4921064	-	4921064	chr4	4922791
CYTL1	ENSG00000170891	4	5014586	5019472	-	5019472	chr4	5021199
STK32B	ENSG00000152953	4	5051442	5500998	+	5051442	chr4	5053169
Y_RNA	ENSG00000252266	4	5426885	5426984	-	5426984	chr4	5428711
RN7SKP275	ENSG00000201496	4	5458581	5458881	-	5458881	chr4	5460608
LINC01587	ENSG00000082929	4	5524569	5527801	+	5524569	chr4	5526296
EVC2	ENSG00000173040	4	5542772	5709548	-	5709548	chr4	5711275
EVC	ENSG00000072840	4	5711197	5814305	+	5711197	chr4	5712924
CRMP1	ENSG00000072832	4	5748084	5893058	-	5893058	chr4	5894785
C4orf50	ENSG00000181215	4	5897373	6018507	-	6018507	chr4	6020234
MIR378D1	ENSG00000263631	4	5923275	5923328	-	5923328	chr4	5925055
JAKMIP1	ENSG00000152969	4	6026199	6200591	-	6200591	chr4	6202318
AC092442.1	ENSG00000284684	4	6064977	6070162	-	6070162	chr4	6071889
LINC02495	ENSG00000249896	4	6200733	6239937	+	6200733	chr4	6202460
AC113615.1	ENSG00000251408	4	6202328	6206649	+	6202328	chr4	6204055
WFS1	ENSG00000109501	4	6269849	6303265	+	6269849	chr4	6271576
PPP2R2C	ENSG00000074211	4	6320578	6563600	-	6563600	chr4	6565327
MAN2B2	ENSG00000013288	4	6575175	6623362	+	6575175	chr4	6576902
MRFAP1	ENSG00000179010	4	6640091	6642745	+	6640091	chr4	6641818
LINC02482	ENSG00000251580	4	6670725	6673830	-	6673830	chr4	6675557
AC093323.1	ENSG00000170846	4	6673451	6676047	+	6673451	chr4	6675178
LINC002481	ENSG00000246526	4	6687448	6690519	-	6690519	chr4	6692246
AC093323.2	ENSG00000279859	4	6691995	6692970	-	6692970	chr4	6694697
S100P	ENSG00000163993	4	6693069	6697170	+	6693069	chr4	6694796
AC093323.3	ENSG00000282742	4	6697861	6698809	-	6698809	chr4	6700536
MRFAP1L1	ENSG00000178988	4	6707701	6709880	-	6709880	chr4	6711607
BLOC1S4	ENSG00000186222	4	6716055	6717671	+	6716055	chr4	6717782
KIAA0232	ENSG00000170871	4	6781375	6884170	+	6781375	chr4	6783102
TBC1D14	ENSG00000132405	4	6909242	7033118	+	6909242	chr4	6910969
AC097382.1	ENSG00000187904	4	6995341	6998958	+	6995341	chr4	6997068
RN7SKP292	ENSG00000202392	4	6997012	6997328	+	6997012	chr4	6998739
AC097382.2	ENSG00000245748	4	7030554	7046231	-	7046231	chr4	7047958
CCDC96	ENSG00000173013	4	7040849	7042939	-	7042939	chr4	7044666
TADA2B	ENSG00000173011	4	7041899	7057952	+	7041899	chr4	7043626
GRPEL1	ENSG00000109519	4	7058906	7068197	-	7068197	chr4	7069924
LINC02447	ENSG00000245468	4	7094571	7103385	-	7103385	chr4	7105112
RN7SKP36	ENSG00000200867	4	7112088	7112399	-	7112399	chr4	7114126
SORCS2	ENSG00000184985	4	7192538	7742836	+	7192538	chr4	7194265
MIR4798	ENSG00000264658	4	7310450	7310524	+	7310450	chr4	7312177
PSAPL1	ENSG00000178597	4	7430294	7434973	-	7434973	chr4	7436700
MIR4274	ENSG00000266690	4	7460028	7460118	+	7460028	chr4	7461755
AFAP1-AS1	ENSG00000272620	4	7754090	7778928	+	7754090	chr4	7755817
AFAP1	ENSG00000196526	4	7758714	7939926	-	7939926	chr4	7941653
AC097381.1	ENSG00000228919	4	7939001	7940296	+	7939001	chr4	7940728
ABLIM2	ENSG00000163995	4	7965310	8158832	-	8158832	chr4	8160559
MIR95	ENSG00000207807	4	8005301	8005381	-	8005381	chr4	8007108
AC097381.3	ENSG00000273267	4	8022665	8023126	+	8022665	chr4	8024392
AC097381.2	ENSG00000251460	4	8066528	8067724	+	8066528	chr4	8068255
GMPSP1	ENSG00000250471	4	8174421	8174999	+	8174421	chr4	8176148
SH3TC1	ENSG00000125089	4	8182072	8241803	+	8182072	chr4	8183799
HTRA3	ENSG00000170801	4	8269765	8307111	+	8269765	chr4	8271492
LINC02517	ENSG00000249145	4	8320176	8323863	+	8320176	chr4	8321903
AC104825.1	ENSG00000248986	4	8320279	8323965	+	8320279	chr4	8322006
AC104825.2	ENSG00000251615	4	8355090	8358338	-	8358338	chr4	8360065
ACOX3	ENSG00000087008	4	8366282	8440723	-	8440723	chr4	8442450
RNA5SP152	ENSG00000202054	4	8393015	8393124	+	8393015	chr4	8394742
TRMT44	ENSG00000155275	4	8436140	8493531	+	8436140	chr4	8437867
AC105345.2	ENSG00000251186	4	8453410	8454942	-	8454942	chr4	8456669
AC105345.1	ENSG00000205959	4	8482270	8512610	+	8482270	chr4	8483997
GPR78	ENSG00000155269	4	8558725	8619761	+	8558725	chr4	8560452
CPZ	ENSG00000109625	4	8592660	8619759	+	8592660	chr4	8594387
AC209005.1	ENSG00000250915	4	8745397	8746033	-	8746033	chr4	8747759
HMX1	ENSG00000215612	4	8846076	8871817	-	8871817	chr4	8873543
AC116612.1	ENSG00000258507	4	8858715	8860827	-	8860827	chr4	8862553
AC073648.1	ENSG00000197468	4	8949630	8950559	+	8949630	chr4	8951356
UNC93B8	ENSG00000249272	4	8959628	8963981	+	8959628	chr4	8961354
AC073648.3	ENSG00000250804	4	8981436	8982360	+	8981436	chr4	8983162
AC073648.2	ENSG00000249347	4	8990455	8990806	+	8990455	chr4	8992181
AC073648.6	ENSG00000284636	4	9000841	9001058	+	9000841	chr4	9002567
AC073648.5	ENSG00000271057	4	9020857	9021161	-	9021161	chr4	9022887
AC073648.4	ENSG00000251313	4	9030286	9031066	+	9030286	chr4	9032012
SNRPCP16	ENSG00000250342	4	9051842	9052051	-	9052051	chr4	9053777
ENPP7P10	ENSG00000249767	4	9079023	9141608	+	9079023	chr4	9080749
FAM86KP	ENSG00000163612	4	9153296	9165451	+	9153296	chr4	9155022
ALG1L14P	ENSG00000250268	4	9166297	9170270	-	9170270	chr4	9171996
FAM90A26	ENSG00000229924	4	9170409	9176730	+	9170409	chr4	9172135
USP17L10	ENSG00000231396	4	9210657	9212608	+	9210657	chr4	9212383
USP17L11	ENSG00000233136	4	9215405	9217356	+	9215405	chr4	9217131
USP17L12	ENSG00000227551	4	9220152	9221744	+	9220152	chr4	9221878
USP17L13	ENSG00000232399	4	9224896	9226847	+	9224896	chr4	9226622
USP17L14P	ENSG00000249482	4	9229641	9231233	+	9229641	chr4	9231367
