	mean gene expression	Enf prediction, Reference, fine-tuned
ENSG00000135333	3.272553	4.703876
ENSG00000172469	2.687406	2.532398
ENSG00000172461	5.991245	4.627950
ENSG00000014123	4.400146	4.167650
ENSG00000112218	2.689035	3.562026
ENSG00000123545	5.018080	4.730197
ENSG00000186231	4.334730	6.445203
ENSG00000146263	2.347132	2.215366
ENSG00000184486	4.424849	4.132154
ENSG00000112234	3.635213	4.115964
ENSG00000146267	5.333443	6.062999
ENSG00000132423	3.459878	3.778463
ENSG00000132424	7.065367	5.397931
ENSG00000123552	3.349886	4.416348
ENSG00000112237	4.700656	3.845792
ENSG00000152034	2.362001	4.311402
ENSG00000112249	3.680145	3.657733
ENSG00000164418	5.158127	4.000250
ENSG00000085382	4.969577	4.125285
ENSG00000112276	2.293171	3.611621
ENSG00000132429	3.480641	3.317504
ENSG00000085377	5.024512	4.048784
ENSG00000057663	4.796029	3.938530
ENSG00000130347	2.851132	2.998877
ENSG00000130348	3.635484	3.160516
ENSG00000272398	2.881151	4.132716
ENSG00000130349	3.703366	4.248992
ENSG00000164494	3.079160	3.119862
ENSG00000112320	6.104982	6.479664
ENSG00000025796	5.954148	4.495478
ENSG00000081087	4.685703	3.133601
ENSG00000112333	4.776037	3.449545
ENSG00000112335	7.428143	6.339875
ENSG00000135537	2.554516	4.108733
ENSG00000118689	6.168372	5.417736
ENSG00000118690	2.369028	4.358494
ENSG00000080546	5.767791	3.848260
ENSG00000183137	2.554294	4.107780
ENSG00000135535	5.850113	5.856912
ENSG00000185250	2.825708	3.480494
ENSG00000135587	2.130371	2.530786
ENSG00000135596	5.821345	4.183576
ENSG00000112365	3.146661	4.579935
ENSG00000155085	3.087548	3.759064
ENSG00000112367	5.064997	4.369825
ENSG00000112290	7.350497	5.748753
ENSG00000168438	4.451877	5.515899
ENSG00000203797	2.026708	4.545577
ENSG00000155111	5.470919	4.776796
ENSG00000123505	6.439474	6.106184
ENSG00000155115	4.780903	5.211770
ENSG00000197498	3.992285	4.343548
ENSG00000009413	4.665462	4.808839
ENSG00000231889	2.764550	4.940366
ENSG00000056972	3.346815	5.300019
ENSG00000255389	2.760466	5.208810
ENSG00000010810	7.142598	6.189434
ENSG00000074935	3.916661	5.422000
ENSG00000203778	4.728447	5.340160
ENSG00000112769	3.910796	4.937079
ENSG00000277443	7.243849	7.613306
ENSG00000196591	5.449105	3.732793
ENSG00000249853	2.657109	4.321965
ENSG00000178425	4.413110	3.882566
ENSG00000187189	7.650960	7.149454
ENSG00000111817	3.120505	6.664627
ENSG00000189241	8.140659	7.216428
ENSG00000111832	5.312146	4.934490
ENSG00000153975	3.036562	3.830422
ENSG00000196911	4.720188	4.620298
ENSG00000164465	3.723629	4.139303
ENSG00000047932	5.515923	4.847454
ENSG00000153989	4.684036	3.969232
ENSG00000196376	5.893357	4.531141
ENSG00000111860	3.453053	4.098271
ENSG00000111877	2.519894	2.851674
ENSG00000111875	4.194905	4.406037
ENSG00000111879	4.473974	4.894280
ENSG00000111885	4.089465	3.772947
ENSG00000146350	2.720253	3.137786
ENSG00000152661	7.820994	6.968944
ENSG00000025156	4.246499	4.314494
ENSG00000279453	5.250142	4.024480
ENSG00000111897	9.120886	6.684885
ENSG00000135549	2.220994	6.695360
ENSG00000164434	5.406394	5.661302
ENSG00000172594	2.895542	4.395132
ENSG00000146352	5.356818	5.011578
ENSG00000188580	5.049518	4.485158
ENSG00000146373	3.330956	3.647193
ENSG00000111907	5.686030	3.632003
ENSG00000111906	6.251583	4.491194
ENSG00000135547	2.548514	4.521725
ENSG00000111912	6.070337	3.367563
ENSG00000111911	5.846618	5.051417
ENSG00000066651	3.720255	4.036247
ENSG00000118518	5.753747	4.849952
ENSG00000093144	4.998298	3.754646
ENSG00000189367	6.387720	3.182361
ENSG00000214338	3.684437	4.712634
ENSG00000172673	2.203514	3.677548
ENSG00000152894	6.149350	5.815339
ENSG00000196569	3.973588	3.514877
ENSG00000146376	2.147918	3.387045
ENSG00000198945	3.011696	4.549960
ENSG00000079819	6.893280	6.020850
ENSG00000118507	4.075093	4.295860
ENSG00000112282	4.406430	3.507748
ENSG00000118523	3.513230	3.673921
ENSG00000079931	4.381370	3.523120
ENSG00000079950	6.318328	5.397033
ENSG00000146409	5.232534	5.101903
ENSG00000112306	7.695502	6.729134
ENSG00000028839	4.787018	4.911804
ENSG00000146411	2.760045	4.635250
ENSG00000118515	5.063078	5.515507
ENSG00000118514	2.416721	3.566216
ENSG00000112339	5.521968	4.171673
ENSG00000135541	5.545023	4.214184
ENSG00000171408	4.270872	3.825320
ENSG00000029363	6.490007	5.545218
ENSG00000260418	2.314535	3.917103
ENSG00000135525	5.648345	2.939381
ENSG00000197442	5.684954	4.050989
ENSG00000112357	2.834951	3.283663
ENSG00000027697	5.151904	5.137242
ENSG00000118503	2.126346	3.161034
ENSG00000112378	3.242603	3.647352
ENSG00000112379	6.120871	6.482689
ENSG00000051620	3.938243	4.525154
ENSG00000135540	3.731800	3.450404
ENSG00000225177	2.626548	3.757485
ENSG00000024862	4.962200	3.769286
ENSG00000135597	5.903177	5.108310
ENSG00000146386	3.451762	4.167199
ENSG00000112406	5.211630	5.460772
ENSG00000164442	4.801663	5.375296
ENSG00000009844	5.257712	4.258583
ENSG00000010818	6.527121	4.406072
ENSG00000146416	5.152448	5.149343
ENSG00000189007	2.650510	2.965627
ENSG00000034693	3.312805	2.930220
ENSG00000001036	3.515866	4.675305
ENSG00000112419	3.430163	3.492960
ENSG00000135521	3.817810	4.241724
ENSG00000118495	3.349453	3.110446
ENSG00000169976	4.883002	4.450899
ENSG00000152818	5.422778	3.371449
ENSG00000112425	4.196914	4.473053
ENSG00000118496	3.523723	4.554766
ENSG00000235652	2.940876	4.054850
ENSG00000146414	2.618627	4.034206
ENSG00000152822	3.974455	3.938553
ENSG00000233452	3.595517	5.291626
ENSG00000164506	5.866776	5.521271
ENSG00000111961	6.422112	4.688790
ENSG00000111962	3.928261	3.852780
ENSG00000228408	2.872567	5.624508
ENSG00000055208	5.612124	5.027630
ENSG00000131013	3.810232	4.586234
ENSG00000055211	4.555786	4.518279
ENSG00000186625	2.697297	4.016308
ENSG00000131023	4.270130	4.518391
ENSG00000120253	3.895293	5.560210
ENSG00000120265	7.160337	4.638989
ENSG00000120256	5.943231	4.916805
ENSG00000198729	4.230355	3.894755
ENSG00000120278	3.958263	4.511830
ENSG00000120254	3.740529	4.617961
ENSG00000131016	7.181057	5.273160
ENSG00000181472	3.166167	5.241307
ENSG00000155906	3.929900	4.045351
ENSG00000146476	4.093669	3.870491
ENSG00000131018	7.844374	4.783770
ENSG00000120279	2.488538	3.817608
ENSG00000146469	3.726462	3.435883
ENSG00000112031	3.279229	4.184125
ENSG00000091844	3.258318	6.140136
ENSG00000074706	6.218781	4.105102
ENSG00000153721	2.941877	3.987245
ENSG00000213079	4.779825	6.153660
ENSG00000146426	4.593832	4.452750
ENSG00000029639	2.565658	4.153433
ENSG00000049618	5.629227	5.444771
ENSG00000215712	4.904983	3.677417
ENSG00000175048	5.109127	5.105998
ENSG00000130340	5.046826	3.564615
ENSG00000078269	5.771589	3.917047
ENSG00000122335	3.794703	4.876445
ENSG00000272047	5.118155	4.782971
ENSG00000130338	5.933359	5.110646
ENSG00000146433	5.653057	6.119433
ENSG00000146425	3.967494	4.582787
ENSG00000092820	6.721940	4.156068
ENSG00000130363	3.670976	4.302479
ENSG00000112096	7.989170	3.982009
ENSG00000146457	5.349684	4.836301
ENSG00000120437	4.574484	4.139974
ENSG00000120438	6.891848	5.621266
ENSG00000112110	5.274980	4.975225
ENSG00000130368	2.884173	4.773009
ENSG00000197081	4.949966	4.623332
ENSG00000272841	2.383658	4.583469
ENSG00000085511	4.758727	4.650074
ENSG00000026652	5.576654	5.492925
ENSG00000185345	4.003916	3.931013
ENSG00000112530	2.579284	4.489904
ENSG00000112531	8.111842	5.297367
ENSG00000112541	3.192780	5.121138
ENSG00000176381	4.252044	3.439138
ENSG00000198818	4.845058	4.533980
ENSG00000060762	5.714272	4.833619
ENSG00000071242	6.615591	4.154792
ENSG00000026297	4.571680	4.885945
ENSG00000213066	4.480467	4.173803
ENSG00000130396	5.663371	5.699560
ENSG00000112562	2.914459	4.203663
ENSG00000186340	4.100106	4.120198
ENSG00000184465	3.203521	3.925416
ENSG00000185127	4.231814	3.904951
ENSG00000130024	6.024115	5.823960
ENSG00000130023	3.761515	4.170269
ENSG00000198719	3.588638	4.235095
ENSG00000112584	5.155208	3.528336
ENSG00000008018	5.808288	4.989849
ENSG00000112592	3.355395	4.438881
ENSG00000071994	4.541591	4.460720
ENSG00000177706	5.055913	4.926618
ENSG00000197461	4.781787	4.935757
ENSG00000188191	8.805552	4.438129
ENSG00000164818	3.540069	4.898749
ENSG00000164828	6.328539	5.981945
ENSG00000273151	2.281445	4.241173
ENSG00000105963	6.032629	5.057757
ENSG00000240230	3.608508	5.768492
ENSG00000146540	6.079786	3.995068
ENSG00000164850	3.886698	3.763850
ENSG00000178381	4.758061	5.327465
ENSG00000164877	5.049746	4.489554
ENSG00000273230	3.186197	3.653077
ENSG00000164880	6.834071	3.925095
ENSG00000198517	5.178328	5.228701
ENSG00000157778	4.694556	4.624541
ENSG00000230487	4.124111	4.259457
ENSG00000225968	2.693578	4.108589
ENSG00000002822	4.303279	4.858292
ENSG00000122687	4.132406	3.979585
ENSG00000106268	2.292851	4.037280
ENSG00000106266	4.855803	4.831033
ENSG00000106263	6.017973	4.564686
ENSG00000136213	4.387735	4.890605
ENSG00000106003	3.621252	4.839228
ENSG00000106009	4.926990	3.131629
ENSG00000106012	5.851508	4.851887
ENSG00000136295	6.835370	5.332093
ENSG00000174945	3.086574	4.950902
ENSG00000146535	6.550869	5.575761
ENSG00000146555	2.914410	4.356324
ENSG00000164916	5.729518	5.250028
ENSG00000242802	4.611940	4.104339
ENSG00000157927	3.283544	3.987907
ENSG00000136297	3.692422	5.272841
ENSG00000196204	3.663544	4.945630
ENSG00000146587	3.892712	4.131030
ENSG00000157954	6.395904	5.508517
ENSG00000164638	5.014091	5.983630
ENSG00000182095	6.250651	5.050799
ENSG00000155034	3.294160	4.753877
ENSG00000230733	5.189984	3.736902
ENSG00000075624	10.680411	5.186974
ENSG00000075618	7.044174	6.706391
ENSG00000011275	5.346991	5.214725
ENSG00000235944	2.426516	4.054816
ENSG00000122674	2.593531	3.841239
ENSG00000122512	3.691777	3.951486
ENSG00000106305	2.536090	3.837119
ENSG00000086232	6.647197	4.350705
ENSG00000106346	3.559521	5.515478
ENSG00000008256	5.809871	5.749329
ENSG00000178397	4.789278	5.253703
ENSG00000136238	8.005022	6.985093
ENSG00000164535	4.849695	6.183923
ENSG00000136240	5.408951	6.183923
ENSG00000136247	4.041213	4.712658
ENSG00000146576	4.260845	4.373729
ENSG00000236609	5.531721	4.198315
ENSG00000205903	5.385764	5.055405
ENSG00000164631	4.226777	3.748278
ENSG00000187953	2.762745	4.094335
ENSG00000146574	2.659259	5.139909
ENSG00000106392	4.069829	4.357395
ENSG00000215018	2.179652	3.332948
ENSG00000272894	2.018730	3.909606
ENSG00000164654	4.010209	3.832434
ENSG00000106399	3.195228	3.941637
ENSG00000219545	3.866582	4.172411
ENSG00000106415	4.589066	4.071921
ENSG00000003147	5.072529	4.525402
ENSG00000122584	4.063508	4.434880
ENSG00000189043	8.494418	7.323066
ENSG00000106443	4.864960	4.210923
ENSG00000005108	3.424162	3.404623
ENSG00000106460	5.381442	4.757624
ENSG00000122644	4.349423	3.340423
ENSG00000006468	4.972882	4.288318
ENSG00000136267	5.255447	4.510082
ENSG00000214960	2.436154	4.120237
ENSG00000171243	2.388192	4.059835
ENSG00000106524	5.057481	5.251538
ENSG00000136261	4.220946	4.671461
ENSG00000106537	6.362943	5.502996
ENSG00000106546	2.939785	3.335287
ENSG00000071189	5.095759	4.652924
ENSG00000048052	4.744143	4.067999
ENSG00000105849	3.571791	3.657533
ENSG00000173452	3.190045	4.817107
ENSG00000105855	5.386321	4.814270
ENSG00000105866	3.124478	4.431881
ENSG00000136237	6.770194	5.619170
ENSG00000196683	6.835137	5.194338
ENSG00000122591	3.521198	3.896269
ENSG00000122550	5.165304	4.082213
ENSG00000136243	4.201810	3.833428
ENSG00000136235	4.719146	4.803173
ENSG00000156928	3.744509	4.991302
ENSG00000164548	5.640213	5.742191
ENSG00000169193	2.798312	4.279711
ENSG00000188732	3.260703	4.350297
ENSG00000122585	3.599120	4.312350
ENSG00000105926	4.810093	5.005828
ENSG00000105928	4.331638	4.918445
ENSG00000070882	4.555945	3.540025
ENSG00000172115	7.359408	6.228898
ENSG00000050344	2.024462	2.906403
ENSG00000122566	8.691762	6.675041
ENSG00000122565	6.195560	5.146315
ENSG00000086300	6.350600	4.424108
ENSG00000280255	3.318115	3.944277
ENSG00000005020	4.542917	3.858270
ENSG00000106049	4.436680	3.709775
ENSG00000106052	6.858353	5.208596
ENSG00000153814	5.085587	7.300530
ENSG00000234336	2.925042	5.561778
ENSG00000146592	3.922034	4.468490
ENSG00000255690	5.703112	5.522941
ENSG00000106069	4.484079	3.293293
ENSG00000122574	5.458744	5.859528
ENSG00000136193	8.438414	5.951945
ENSG00000106080	3.192990	4.262673
ENSG00000106086	3.898674	4.610509
ENSG00000180354	10.238864	7.069712
ENSG00000180233	2.684884	4.537895
ENSG00000006625	4.937539	3.938437
ENSG00000196295	4.795604	4.773257
ENSG00000106105	6.367286	4.036551
ENSG00000106113	2.442032	3.869136
ENSG00000106125	2.543737	4.001183
ENSG00000240583	4.732486	2.845211
ENSG00000078549	7.089516	6.325764
ENSG00000164600	4.924274	5.402376
ENSG00000154678	4.921623	3.483075
ENSG00000106355	3.799316	4.772541
ENSG00000105778	5.636951	4.593931
ENSG00000229358	2.026856	3.550868
ENSG00000281332	2.245710	3.866874
ENSG00000170852	5.386420	5.807294
ENSG00000205763	3.585579	4.953206
ENSG00000122642	5.265037	4.069968
ENSG00000122643	3.829583	4.755148
ENSG00000164610	2.936784	4.041281
ENSG00000122507	3.475881	3.916063
ENSG00000164619	3.701342	4.355784
ENSG00000173852	5.473092	4.690098
ENSG00000189212	3.536955	2.692022
ENSG00000122557	4.593223	4.417117
ENSG00000271122	3.227159	4.260130
ENSG00000227544	2.871251	4.911158
ENSG00000228878	2.095754	4.772423
ENSG00000122545	8.614029	6.281785
ENSG00000122547	3.384419	4.648016
ENSG00000164542	3.635838	3.590219
ENSG00000011426	4.971920	2.929132
ENSG00000155849	7.260449	4.725763
ENSG00000086289	6.305071	2.571206
ENSG00000010270	5.068704	4.897058
ENSG00000078053	6.544250	5.750742
ENSG00000006715	6.459528	3.917519
ENSG00000106536	2.926733	4.151044
ENSG00000241127	3.013915	3.985237
ENSG00000006451	5.371449	5.128263
ENSG00000188185	2.776767	4.599504
ENSG00000065883	5.175203	4.453801
ENSG00000168303	3.848494	4.062023
ENSG00000224116	2.039337	4.247026
ENSG00000106571	3.179366	5.042512
ENSG00000136197	3.789789	4.678450
ENSG00000106588	5.246938	4.643906
ENSG00000106591	4.607214	4.942270
ENSG00000002746	5.393029	6.371260
ENSG00000164543	3.779724	4.790156
ENSG00000106603	4.855077	4.406042
ENSG00000106605	4.558933	4.183600
ENSG00000062582	5.272766	4.653109
ENSG00000106608	5.816357	5.243025
ENSG00000078967	5.202806	5.605469
ENSG00000241057	2.265111	3.568699
ENSG00000272655	2.134037	5.007061
ENSG00000228903	2.961498	4.503689
ENSG00000235314	4.270014	3.953760
ENSG00000136279	6.476892	4.720407
ENSG00000122678	3.147483	3.872801
ENSG00000106624	4.945851	5.054269
ENSG00000106628	5.339113	5.092158
ENSG00000106633	2.425466	5.026963
ENSG00000106636	6.291879	5.390803
ENSG00000058404	8.372773	5.425616
ENSG00000015676	7.620058	6.366268
ENSG00000136271	5.464493	4.594533
ENSG00000158604	5.727977	5.282685
ENSG00000105953	6.905197	5.168965
ENSG00000122515	7.475852	5.415291
ENSG00000196262	8.669050	7.564333
ENSG00000105968	7.173170	5.222887
ENSG00000146676	6.059644	4.808968
ENSG00000232956	3.654754	5.038731
ENSG00000136280	6.799815	4.926972
ENSG00000136274	5.821156	5.890780
ENSG00000136270	4.667954	4.797050
ENSG00000122679	2.897478	3.678126
ENSG00000164742	7.893453	5.326053
ENSG00000214765	4.364932	3.795610
ENSG00000146674	4.013419	3.782892
ENSG00000136205	6.898149	3.444832
ENSG00000136273	3.146571	4.822145
ENSG00000183696	4.378118	4.322589
ENSG00000188730	3.781697	3.726348
ENSG00000132436	3.025254	3.994481
ENSG00000106070	5.917655	4.055338
ENSG00000106078	7.069754	5.679335
ENSG00000170419	5.677489	7.409791
ENSG00000132432	4.235347	4.418014
ENSG00000146648	4.956723	3.115142
ENSG00000132434	5.915893	5.412195
ENSG00000154978	5.532967	5.507361
ENSG00000178665	2.038364	4.676181
ENSG00000146729	5.937567	3.754668
ENSG00000239789	4.215870	4.052234
ENSG00000146733	3.672713	5.931842
ENSG00000146731	6.559479	6.055206
ENSG00000129103	5.108231	4.129633
ENSG00000164776	2.630294	4.095335
ENSG00000106153	7.263376	5.949400
ENSG00000234444	3.324659	3.471293
ENSG00000173041	4.223434	3.804239
ENSG00000196247	2.162736	3.530829
ENSG00000197008	3.064168	3.808828
ENSG00000198039	4.286552	3.401587
ENSG00000152926	3.723418	3.263609
ENSG00000213462	2.632753	3.855160
ENSG00000164669	2.107872	4.930347
ENSG00000146757	2.929706	4.128337
ENSG00000228409	2.008416	4.720894
ENSG00000196715	5.330711	5.126672
ENSG00000169919	4.107659	4.018954
ENSG00000126522	3.717670	4.053328
ENSG00000241258	4.993298	5.065191
ENSG00000169902	4.360826	4.809094
ENSG00000179406	2.799009	3.995039
ENSG00000229180	4.148563	5.046865
ENSG00000243335	5.184363	6.039584
ENSG00000273142	2.216901	3.057775
ENSG00000106609	6.310415	5.382048
ENSG00000126524	6.478112	6.366448
ENSG00000198874	3.399976	5.353151
ENSG00000067601	2.155104	3.204181
ENSG00000106610	3.091905	3.560144
ENSG00000158321	5.009476	4.501684
ENSG00000185274	6.774349	4.809046
ENSG00000183166	5.385586	3.931755
ENSG00000277149	2.113130	3.966789
ENSG00000225648	3.909798	5.976232
ENSG00000196313	4.741163	4.325455
ENSG00000233369	4.166101	5.358712
ENSG00000130305	3.955308	4.404627
ENSG00000188763	2.420997	3.951792
ENSG00000009954	6.050885	5.571151
ENSG00000106635	5.832514	5.448164
ENSG00000106638	3.799504	4.309807
ENSG00000009950	5.016405	4.436972
ENSG00000176428	3.273071	4.334516
ENSG00000176410	3.857470	5.157455
ENSG00000071462	4.813814	5.202140
ENSG00000106089	7.296957	5.449110
ENSG00000106077	4.041835	3.399846
ENSG00000049540	3.508832	4.560752
ENSG00000106683	7.416979	5.566949
ENSG00000106682	7.726472	6.267509
ENSG00000086730	2.318187	4.000538
ENSG00000049541	3.776630	3.755919
ENSG00000106665	7.567301	5.808358
ENSG00000006704	3.896819	4.321081
ENSG00000263001	4.101746	4.619288
ENSG00000277072	2.091869	4.378497
ENSG00000274070	2.283137	5.491780
ENSG00000274523	4.919513	4.831110
ENSG00000174428	2.256132	5.027965
ENSG00000223705	4.416971	4.087002
ENSG00000272391	5.045949	3.767047
ENSG00000127946	5.152448	4.590026
ENSG00000005486	7.776854	4.466679
ENSG00000127948	5.407417	4.049254
ENSG00000189077	4.764470	5.083639
ENSG00000127952	3.740118	6.353734
ENSG00000146701	7.002110	5.877399
ENSG00000177679	6.074513	5.122348
ENSG00000106211	6.992893	8.624561
ENSG00000170027	9.558248	8.210368
ENSG00000091073	2.177435	4.347522
ENSG00000146707	2.674978	4.438373
ENSG00000135205	2.810970	3.541203
ENSG00000127951	2.194982	2.937365
ENSG00000186088	3.834822	3.418631
ENSG00000127947	5.332921	4.582957
ENSG00000214293	2.968381	4.937978
ENSG00000187257	4.340917	4.948246
ENSG00000135211	3.101680	4.243655
ENSG00000006576	3.937498	4.776909
ENSG00000187391	6.156488	5.399606
ENSG00000234456	3.214990	4.711390
ENSG00000127955	5.802403	4.305649
ENSG00000075223	3.170410	3.556738
ENSG00000019991	2.847340	3.334159
ENSG00000153956	5.947860	5.868716
ENSG00000186472	6.164717	5.498567
ENSG00000075213	2.874764	3.764065
ENSG00000198822	5.933015	4.698252
ENSG00000164659	4.341348	4.659915
ENSG00000135164	5.872280	4.882675
ENSG00000135185	3.290125	3.607328
ENSG00000005469	3.475834	3.155764
ENSG00000085563	4.484015	4.736564
ENSG00000105784	4.617707	4.328142
ENSG00000075303	4.347812	4.212852
ENSG00000006634	2.145806	4.732414
ENSG00000008277	6.493678	5.754710
ENSG00000075142	7.220765	3.649542
ENSG00000235436	2.008603	3.188775
ENSG00000157214	5.484721	4.217295
ENSG00000105792	2.507271	3.051911
ENSG00000105793	3.963503	3.977583
ENSG00000157224	4.806188	3.910525
ENSG00000058091	6.670200	4.173577
ENSG00000157240	3.056291	3.532887
ENSG00000127989	2.849814	3.444925
ENSG00000127914	5.089018	4.537763
ENSG00000001631	4.605517	5.681959
ENSG00000001629	5.465755	5.243739
ENSG00000157259	4.779929	5.106370
ENSG00000127980	3.803082	3.861292
ENSG00000127993	4.340032	4.179322
ENSG00000234545	3.573523	4.073050
ENSG00000105810	3.686091	1.911842
ENSG00000177409	2.683787	2.001177
ENSG00000004766	5.101015	3.578560
ENSG00000127920	3.981892	3.806278
ENSG00000105829	3.437016	3.004889
ENSG00000164692	3.410461	3.115017
ENSG00000127995	5.653147	5.393568
ENSG00000127990	4.786690	5.564699
ENSG00000242265	6.703161	5.725493
ENSG00000158528	5.797385	5.455390
ENSG00000105854	6.832306	4.365843
ENSG00000004799	5.146465	4.847844
ENSG00000158560	6.464761	6.135372
ENSG00000004864	2.929336	4.325647
ENSG00000127922	4.960161	4.934527
ENSG00000231764	4.357955	4.018117
ENSG00000196636	2.943583	3.280020
ENSG00000006128	3.567279	4.371667
ENSG00000070669	6.403669	5.053606
ENSG00000164715	6.430759	5.894234
ENSG00000205356	6.030877	3.973364
ENSG00000164713	4.940257	4.012296
ENSG00000106236	5.318615	3.905638
ENSG00000166448	8.057871	4.677922
ENSG00000196367	5.358278	5.721034
ENSG00000198742	4.847331	5.203038
ENSG00000241685	6.456514	5.500209
ENSG00000130429	3.607084	3.930444
