tracks,weights
CHIP:H3K27ac:adrenal gland female adult (53 years),0
CHIP:TCF12:K562,0
CHIP:GTF2F1:K562,0
CHIP:H4K20me1:smooth muscle cell originated from H9,0
CHIP:eGFP-VEZF1:K562 genetically modified using CRISPR,0
CHIP:ZBTB40:GM12878,0
CHIP:H3K9ac:duodenal mucosa male adult (59 years),0
CHIP:3xFLAG-PHF5A:HepG2 genetically modified using CRISPR,0
CHIP:H3K27ac:B cell male adult (37 years),0
CHIP:PAX8:GM12878,0
CHIP:H3K4me3:common myeloid progenitor; CD34-positive male adult (42 years),0
CHIP:H3K36me3:muscle of trunk female embryo (115 days),0
CHIP:eGFP-ZNF221:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF766:K562 genetically modified using CRISPR,0
CHIP:eGFP-ZNF704:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me3:placental basal plate female embryo (40 weeks),0
CHIP:H3K4me1:endodermal cell originated from HUES64,0.018556
CHIP:H3K4me1:placenta embryo (16 weeks),0
CHIP:H3K27ac:middle frontal area 46 male adult (81 year),0.009577
CHIP:3xFLAG-ZNF3:K562 genetically modified using CRISPR,0
CHIP:JUND:liver female child (4 years),0
CHIP:CTCF:epithelial cell of prostate male,0
CHIP:H3K4me1:common myeloid progenitor; CD34-positive male adult (36 years),0
CHIP:H3K4me1:mesenchymal stem cell originated from adipose tissue,0
CHIP:H3K27me3:aorta male adult (34 years),0
CHIP:HDGF:K562,0
CHIP:SREBF1:MCF-7,0
CHIP:H3K4me3:spleen female adult (53 years),0
CHIP:H3K9ac:PC-3,0
CHIP:NFE2L2:IMR-90,0
CHIP:H3F3A:MCF-7,0
CHIP:H3K27me3:H7-hESC,-0.003231
CHIP:H3K36me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:RAD21:neural cell originated from H1-hESC,0
CHIP:H3K9me2:OCI-LY7,0
CHIP:H3K4me1:subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years),-0.003845
CHIP:EED:GM12878,0
CHIP:HDGF:MCF-7,0
CHIP:H3K27ac:endodermal cell originated from HUES64,0
CHIP:ZNF316:K562,0.038592
CHIP:H3K9me3:esophagus female adult (30 years),0
CHIP:H3K9me3:adipocyte originated from mesenchymal stem cell,0
CHIP:3xFLAG-NFIL3:HepG2 genetically modified using CRISPR,0
CHIP:CTBP1:K562,0
CHIP:H3K27me3:gastrocnemius medialis female adult (53 years),0
CHIP:H3K4me3:stomach female embryo (98 days),0.001171
CHIP:H3K4me1:ascending aorta female adult (51 year),0
CHIP:H3K36me3:chorionic villus male embryo (16 weeks),0
CHIP:H3K9me3:duodenal mucosa male adult (76 years),0
CHIP:H3K27me3:CD4-positive; CD25-positive; alpha-beta regulatory T cell,0
CHIP:H3K27ac:thyroid gland male adult (54 years),0
CHIP:H3K27ac:RWPE1,0
CHIP:CTCF:Panc1,0
CHIP:H3K4me1:liver male adult (78 years),0
CHIP:H3K36me3:adrenal gland male adult (37 years),0
CHIP:H3K27me3:lung female adult (30 years),0.030085
CHIP:ATF3:liver female child (4 years),0
CHIP:H3K36me3:small intestine male embryo (108 days),-0.012426
CHIP:YBX1:GM12878,0
CHIP:CTCF:gastroesophageal sphincter female adult (53 years),0
CHIP:H3K4me3:peripheral blood mononuclear cell female adult (28 years),0
CHIP:H3K4me3:gastrocnemius medialis male adult (37 years),0
CHIP:H3K9me3:myoepithelial cell of mammary gland female adult (33 years),0
CHIP:ZBED1:GM12878,0
CHIP:H3K4me1:adrenal gland male embryo (97 days),0
CHIP:H3K27ac:transverse colon female adult (53 years),0
CHIP:H3K4me3:upper lobe of left lung female adult (53 years),0
CHIP:H3K27ac:spinal cord female embryo (108 days),0
CHIP:H3K27me3:caudate nucleus female adult (75 years),0
CHIP:3xFLAG-IKZF5:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-ZNF391:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H2BK120ac:IMR-90,0
CHIP:H3K27ac:smooth muscle cell originated from H9,-0.000542
CHIP:NBN:HepG2,0
CHIP:eGFP-ZSCAN4:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.014983
CHIP:EGR1:K562,0
CHIP:eGFP-GLI4:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:luminal epithelial cell of mammary gland female adult (33 years),0
CHIP:SKIL:GM12878,0
CHIP:H3K9me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year),0
CHIP:H3K36me3:liver female adult (25 years),0
CHIP:TOE1:K562,0
CHIP:H3K79me1:trophoblast cell originated from H1-hESC,0
CHIP:H3K27ac:sigmoid colon male child (3 years),0
CHIP:H2BK5ac:trophoblast cell originated from H1-hESC,0
CHIP:TRIM25:K562,0
CHIP:H3K27me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year),0
CHIP:H3K4me1:B cell male adult (21 year),0
CHIP:H3K9me3:iPS-20b male adult (55 years),-0.003128
CHIP:H3K4me3:chorion male embryo (16 weeks),0
CHIP:H3K27me3:H1-hESC,-0.003579
CHIP:H3K27me3:stomach smooth muscle male adult (59 years),0
CHIP:eGFP-ATF2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2AphosphoS5:esophagus muscularis mucosa male adult (37 years),0
CHIP:eGFP-ZNF697:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-TSHZ1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:adrenal gland male embryo (97 days),-0.00973
CHIP:ZFX:HEK293T,0
CHIP:H3K27me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:H3K4me1:T-cell male adult (21 year),0
CHIP:EZH2:PC-3,0
CHIP:H3K4me1:liver male adult (32 years),-0.015518
CHIP:DPF2:K562,0
CHIP:DEK:HeLa-S3,0
CHIP:H3K9ac:IMR-90,0
CHIP:GTF2F1:HepG2,0
CHIP:H3K4me2:hepatocyte originated from H9,0.009246
CHIP:PRPF4:K562,0
CHIP:MBD2:K562,0
CHIP:H3K27me3:trophoblast female embryo (20 weeks),0
CHIP:SRSF7:K562,0
CHIP:H3K27ac:T-cell male adult (37 years),0
CHIP:CTCF:sigmoid colon male adult (54 years),0
CHIP:H3K4me3:CD4-positive; alpha-beta memory T cell,0
CHIP:BRCA1:K562,0
CHIP:eGFP-PRDM10:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27ac:HUES48,0
CHIP:H3K9me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:eGFP-ZNF426:HEK293 genetically modified using site-specific recombination originated from HEK293,0.050926
CHIP:eGFP-ZNF121:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CTCF:omental fat pad female adult (51 year),0
CHIP:H3K36me3:thyroid gland male adult (37 years),0
CHIP:3xFLAG-NFIA:HepG2 genetically modified using CRISPR,0
CHIP:H3K27ac:foreskin melanocyte male newborn,0
CHIP:H2AFZ:HCT116,0
CHIP:eGFP-ZNF292:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:EP300:stomach male adult (37 years),0
CHIP:eGFP-ZBTB26:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:esophagus muscularis mucosa female adult (53 years),0.02587
CHIP:H3K9me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:H3K27ac:kidney male adult (67 years),0
CHIP:H3K27ac:liver male adult (31 year),0
CHIP:H3K27me3:foreskin melanocyte male newborn,-0.009452
CHIP:ZBTB2:K562,0
CHIP:H3K4me1:heart left ventricle male child (3 years),0
CHIP:H3K4ac:H9,0
CHIP:RAD21:liver female child (4 years),0
CHIP:ARID3A:MCF-7,0
CHIP:H3K4me3:CD8-positive; alpha-beta T cell,0
CHIP:ZBTB33:MCF-7,0
CHIP:PKNOX1:HEK293T,-0.003018
CHIP:H3K4me1:tibial artery female adult (53 years),0
CHIP:eGFP-ZNF670:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CTCF:spleen male adult (37 years),0
CHIP:DPF2:MCF-7,0
CHIP:H3K4me3:adrenal gland male adult (34 years),-0.005806
CHIP:H3K4me1:iPS-18a female adult (48 years),0
CHIP:H3K9me3:ectodermal cell originated from embryonic stem cell,0
CHIP:3xFLAG-NFKBIZ:HepG2 genetically modified using CRISPR,0
CHIP:H3K27ac:spleen male adult (34 years),0
CHIP:H3K9me3:CD14-positive monocyte male adult (21 year),0
CHIP:H3K4me3:iPS-15b female adult (48 years),0
CHIP:CTCF:transverse colon female adult (53 years),0.000709
CHIP:H3K36me3:GM23338 male adult (53 years) originated from GM23248,0
CHIP:H3K36me3:HUES6,0
CHIP:H3K4me3:small intestine male embryo (108 days),0.000028
CHIP:CTBP1:HEK293T,0
CHIP:ZBTB40:K562,0
CHIP:H3K4me3:skeletal muscle tissue,0
CHIP:TBX3:HepG2,0
CHIP:H3K36me3:neural stem progenitor cell originated from H9,0
CHIP:H3K9me3:CD4-positive; alpha-beta memory T cell,0
CHIP:eGFP-FOSL1:K562 genetically modified using stable transfection,0
CHIP:H3K36me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year),0
CHIP:CTCF:HCT116,0
CHIP:LEF1:HEK293T,0
CHIP:H3K36me3:lung female embryo (120 days),0
CHIP:H3K27me3:chorion female embryo (40 weeks),0.024836
CHIP:AFF1:K562,0
CHIP:H3K9me3:myoepithelial cell of mammary gland female adult (36 years),-0.006504
CHIP:eGFP-ZNF770:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:OCI-LY7,0
CHIP:CTCF:PC-9,0
CHIP:PRPF4:HepG2,0.007064
CHIP:H3K9ac:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years),0
CHIP:H3K4me1:chorion female embryo (40 weeks),0
CHIP:H3K36me3:CD14-positive monocyte male adult (21 year),0
CHIP:EP300:sigmoid colon female adult (51 year),0
CHIP:H3K4me3:psoas muscle male child (3 years),0
CHIP:H3K4me1:stomach male child (3 years),0
CHIP:H3K36me3:duodenal mucosa male adult (76 years),0
CHIP:H3K9me3:common myeloid progenitor; CD34-positive male adult (42 years),0
CHIP:H3K4me1:duodenal mucosa male adult (76 years),0
CHIP:ZFX:22Rv1,0
CHIP:H3K9me3:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:CCAR2:HepG2,0
CHIP:NFRKB:MCF-7,0
CHIP:H2BK5ac:IMR-90,0
CHIP:H3K36me3:ascending aorta female adult (53 years),0
CHIP:H3K4me1:amnion male embryo (16 weeks),0
CHIP:ZNF592:K562,0
CHIP:H3K27ac:uterus female adult (53 years),0
CHIP:H2AFZ:Parathyroid adenoma male adult (65 years),0.019104
CHIP:H3K9me3:spleen male child (3 years),0
CHIP:H3K4me1:GM23338 male adult (53 years) originated from GM23248,0
CHIP:H3K27ac:psoas muscle female adult (30 years),0
CHIP:H2BK12ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:SMAD5:GM12878,0
CHIP:CTCF:hepatocyte originated from H9,0
CHIP:CTCF:lower leg skin male adult (54 years),0
CHIP:eGFP-ZSCAN21:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:middle frontal area 46 female adult (75 years),0.091336
CHIP:3xFLAG-ATF1:HepG2 genetically modified using CRISPR,0
CHIP:H3K9me3:mucosa of rectum female adult (50 years),0
CHIP:H3K4me1:neural stem progenitor cell originated from H1-hESC,0
CHIP:H3K27me3:neutrophil male,0
CHIP:CTCF:liver female child (6 years) and male adult (32 years),0
CHIP:H3K36me3:neural stem progenitor cell originated from H1-hESC,0
CHIP:H2AFZ:Parathyroid adenoma male adult (62 years),0
CHIP:H3K9me3:neural progenitor cell originated from H9,0
CHIP:H3K4me1:stomach male adult (34 years),-0.01188
CHIP:eGFP-ZNF83:K562 genetically modified using stable transfection,0
CHIP:H3K9me3:peripheral blood mononuclear cell male adult (39 years),0
CHIP:SFPQ:HepG2,0
CHIP:H3K4me3:vagina female adult (53 years),0
CHIP:H4K91ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:H2BK120ac:H9,0
CHIP:3xFLAG-MBD1:HepG2 genetically modified using CRISPR,0
CHIP:MNT:HepG2,0
CHIP:CTCF:smooth muscle cell originated from H9,0
CHIP:H3K9me3:spinal cord female embryo (108 days),0.130578
CHIP:H3K27me3:HUES48,0
CHIP:H3K27me3:mesenchymal stem cell originated from adipose tissue,0
CHIP:H3K4me1:angular gyrus male adult (81 year),0.001978
CHIP:eGFP-PBX2:K562 genetically modified using stable transfection,0
CHIP:H3K4me3:iPS DF 6.9 male newborn,0
CHIP:H3K36me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years),0
CHIP:H3K4me3:CD4-positive; alpha-beta T cell,0
CHIP:H3K4me3:muscle layer of duodenum male adult (59 years),0
CHIP:THRA:K562,0
CHIP:POU5F1:GM23338 male adult (53 years) originated from GM23248,0
CHIP:H3K4me1:caudate nucleus female adult (75 years),0
CHIP:CTCF:VCaP,0
CHIP:H2AFZ:H9,0
CHIP:CTCF:body of pancreas male adult (54 years),0
CHIP:eGFP-KLF4:MCF-7 genetically modified using stable transfection,0
CHIP:H3K9me3:thyroid gland male adult (37 years),0
CHIP:H3K27me3:liver male adult (31 year),0
CHIP:POLR2A:spleen male adult (54 years),0
CHIP:FOXA1:HepG2,0
CHIP:H3F3A:Loucy,0
CHIP:H3K27ac:neutrophil,0
CHIP:H3K27me3:foreskin keratinocyte male newborn,0
CHIP:H3K36me3:common myeloid progenitor; CD34-positive male adult (36 years),0
CHIP:H3K27ac:ovary female adult (30 years),-0.015062
CHIP:SRSF3:K562,0
CHIP:H3K27ac:sigmoid colon female adult (53 years),0
CHIP:H3K36me3:stomach male child (3 years),0
CHIP:3xFLAG-GABPA:HepG2 genetically modified using CRISPR,0
CHIP:H3K9me3:cardiac muscle cell,0
CHIP:EP300:suprapubic skin male adult (37 years),0.031134
CHIP:H3K9me3:small intestine female adult (30 years),0
CHIP:H3K4me1:H1-hESC,0
CHIP:H3K36me3:stomach smooth muscle female adult (84 years),0.05211
CHIP:CBX5:K562,0
CHIP:H3K27me3:endodermal cell originated from HUES64,0
CHIP:H3K27me3:placenta male embryo (16 weeks),0
CHIP:H3K4me1:colonic mucosa female adult (73 years),-0.000108
CHIP:eGFP-ZNF776:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:neural progenitor cell originated from H9,0
CHIP:CHD2:SK-N-SH,0
CHIP:H2BK15ac:IMR-90,0
CHIP:H3K27me3:liver male adult (78 years),0
CHIP:H3K4me3:peripheral blood mononuclear cell male adult (39 years),0
CHIP:H3K9ac:mucosa of rectum female adult (50 years),0
CHIP:H3K4me3:PC-3,0
CHIP:H3K4me3:mucosa of rectum female adult (50 years),0
CHIP:H3K4me1:H9,0
CHIP:H3K4me1:cardiac muscle cell,0
CHIP:H3K4me1:iPS-15b female adult (48 years),0
CHIP:H3K9me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:ZBTB7B:MCF-7,0
CHIP:eGFP-ETV1:K562 genetically modified using stable transfection,0
CHIP:H4K8ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:ZC3H11A:A549,0
CHIP:H3K36me3:psoas muscle male child (3 years),0
CHIP:HDAC6:HepG2,0
CHIP:IKZF1:HepG2,0
CHIP:NBN:GM12878,0
CHIP:H3K4me1:radial glial cell genetically modified using stable transfection originated from H9,0
CHIP:SIX4:MCF-7,0
CHIP:H4K20me1:DOHH2,0
CHIP:eGFP-ZNF677:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27ac:C4-2B,0
CHIP:H3K36me3:esophagus female adult (30 years),0
CHIP:H3K79me1:H9,0
CHIP:H3K27me3:heart embryo (101 day),0
CHIP:H3K23ac:H9,0
CHIP:eGFP-ZNF660:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF133:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K14ac:IMR-90,0
CHIP:ZBTB8A:K562,0
CHIP:POLR2G:K562,0
CHIP:H3K27me3:rectal smooth muscle tissue female adult (50 years),0
CHIP:H3K27me3:foreskin fibroblast male newborn,0
CHIP:ZBED1:K562,0
CHIP:H3K36me3:layer of hippocampus female adult (75 years),-0.212946
CHIP:H3K9me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years),0
CHIP:H3K36me3:muscle layer of duodenum male adult (73 years),0
CHIP:H3K4me3:SK-N-MC,0
CHIP:H3K4me3:myoepithelial cell of mammary gland female adult (36 years),0
CHIP:MAZ:MCF-7,0
CHIP:LARP7:K562,0
CHIP:eGFP-ZNF354C:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H4K20me1:hepatocyte originated from H9,0
CHIP:POLR2A:spleen female adult (53 years),0
CHIP:H3K4me1:mid-neurogenesis radial glial cells genetically modified using stable transfection NONE and originated from H9,0
CHIP:eGFP-GABPA:K562 genetically modified using stable transfection,0
CHIP:EP300:upper lobe of left lung male adult (54 years),0.022377
CHIP:eGFP-MAZ:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me1:B cell female adult (27 years),0
CHIP:EGR1:liver female child (4 years),0
CHIP:H3K4me3:effector memory CD4-positive; alpha-beta T cell,0
CHIP:H3K4me1:endocrine pancreas male adult (46 years),0
CHIP:H3K36me3:regulatory T cell originated from blood cell,0
CHIP:H3K4me3:neurosphere embryo (15 weeks) originated from ganglionic eminence,0
CHIP:H4K20me1:GM23338 male adult (53 years) originated from GM23248,-0.005908
CHIP:MTA2:GM12878,0
CHIP:H3K4me1:luminal epithelial cell of mammary gland female adult (33 years),0
CHIP:H3K9me3:colonic mucosa female adult (73 years),0
CHIP:ZFP36:A549,0
CHIP:H3K4me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year),0
CHIP:H3K18ac:H9,0
CHIP:eGFP-ZNF777:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF213:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),0
CHIP:HNRNPUL1:K562,0
CHIP:H2BK15ac:mesendoderm originated from H1-hESC,0
CHIP:HNF4G:liver female child (4 years),0
CHIP:EZH2phosphoT487:SK-N-SH,0
CHIP:H3K36me3:muscle layer of duodenum male adult (59 years),0
CHIP:NCOR1:K562,0
CHIP:H3K9me3:thymus male child (3 years),0
CHIP:eGFP-MZF1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2A:breast epithelium female adult (53 years),0
CHIP:EP300:suprapubic skin female adult (51 year),-0.020788
CHIP:H3K4me1:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:H3K79me2:H1-hESC,0.079155
CHIP:H2AFZ:smooth muscle cell originated from H9,0
CHIP:FOXK2:K562,0
CHIP:CTCF:RWPE1,0
CHIP:H3K27ac:thymus male child (3 years),0
CHIP:H3K4me1:caudate nucleus male adult (81 year),0
CHIP:eGFP-IKZF3:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2A:breast epithelium female adult (51 year),0
CHIP:CTCF:breast epithelium female adult (53 years),0
CHIP:H3K27ac:mucosa of rectum female adult (50 years),0
CHIP:H3K4me1:Karpas-422,0
CHIP:H3K4me1:esophagus male adult (34 years),0
CHIP:eGFP-ZNF680:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.015225
CHIP:H3K27ac:SU-DHL-6,0
CHIP:H3K4me1:iPS DF 19.11 male newborn,0
CHIP:CTCF:body of pancreas male adult (37 years),0
CHIP:H3K4me3:thymus female embryo (110 days),0
CHIP:ZBTB1:MCF-7,0
CHIP:FOXA2:liver male adult (32 years),0
CHIP:H2AFZ:ACC112,0
CHIP:H3K27me3:common myeloid progenitor; CD34-positive,0
CHIP:H3K27me3:middle frontal area 46 male adult (81 year),0
CHIP:H3K9me3:fibroblast of breast female adult (26 years),0
CHIP:H3K27me3:skeletal muscle satellite cell female adult originated from mesodermal cell,0
CHIP:H3K36me3:placental basal plate female embryo (40 weeks),0
CHIP:EP300:sigmoid colon female adult (53 years),0
CHIP:H3K36me3:substantia nigra male adult (81 year),0
CHIP:H3F3A:GM23338 male adult (53 years) originated from GM23248,0.047576
CHIP:H3K4me3:chorionic villus embryo (16 weeks),0
CHIP:FIP1L1:HepG2,0
CHIP:eGFP-PTTG1:K562 genetically modified using stable transfection,0
CHIP:H3K27ac:CD4-positive; alpha-beta memory T cell,0
CHIP:H3K4me3:tibial nerve female adult (53 years),0
CHIP:H3K4me3:neuron originated from H9,0
CHIP:H3K27ac:HUES6,0
CHIP:HNRNPL:HepG2,0
CHIP:H3K4me3:pancreas female adult (30 years),0
CHIP:CTCF:LNCAP,0
CHIP:CHAMP1:K562,0
CHIP:H3K36me3:SU-DHL-6,0
CHIP:H3K9me3:HUES64,-0.003722
CHIP:H3K9ac:kidney female embryo (120 days),0
CHIP:H2AFZ:Karpas-422,0
CHIP:H3K9me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),0
CHIP:H3K27ac:thoracic aorta male adult (54 years),-0.00001
CHIP:ZBTB40:MCF-7,0.000398
CHIP:H3K9me3:angular gyrus male adult (81 year),0
CHIP:H3K4me3:chorionic villus male embryo (38 weeks),0
CHIP:EHMT2:A549,0.001658
CHIP:H3K27ac:layer of hippocampus male adult (73 years),0
CHIP:eGFP-ZBTB21:HEK293 genetically modified using site-specific recombination originated from HEK293,0
